שם קידוח,אגן,ייעוד הקידוח,אתר ניטור,סוג זיהום,תאריך מדידה,עומק הדיגום,סמל פרמטר,יחידת מידה,ריכוז,סמן
מק נחל זוהר 16,נגב והערבה,חברת מקורות,,,1/27/2014,,TCEY,microgr/L,0,
מק נחל זוהר 16,נגב והערבה,חברת מקורות,,,1/27/2014,,TECE,microgr/L,0,
מק יד מרדכי 13,חוף,חברת מקורות,,,1/27/2014,,MTBE,microgr/L,0,
מק יד מרדכי 13,חוף,חברת מקורות,,,1/27/2014,,TCEY,microgr/L,0,
מק יד מרדכי 13,חוף,חברת מקורות,,,1/27/2014,,TECE,microgr/L,0,
מק יד מרדכי 6,חוף,חברת מקורות,,,1/27/2014,,MTBE,microgr/L,0,
מק יד מרדכי 6,חוף,חברת מקורות,,,1/27/2014,,TCEY,microgr/L,0,
מק יד מרדכי 6,חוף,חברת מקורות,,,1/27/2014,,TECE,microgr/L,0,
מק יד מרדכי 18,חוף,חברת מקורות,,,1/27/2014,,MTBE,microgr/L,0,
מק יד מרדכי 18,חוף,חברת מקורות,,,1/27/2014,,TCEY,microgr/L,0,
מק יד מרדכי 18,חוף,חברת מקורות,,,1/27/2014,,TECE,microgr/L,0,
מק זיקים 7,חוף,חברת מקורות,,,1/27/2014,,MTBE,microgr/L,0,
מק זיקים 7,חוף,חברת מקורות,,,1/27/2014,,TCEY,microgr/L,0,
מק זיקים 7,חוף,חברת מקורות,,,1/27/2014,,TECE,microgr/L,0,
מק אשדוד 24,חוף,חברת מקורות,,,1/27/2014,,MTBE,microgr/L,0,
מק יבנה 315,חוף,חברת מקורות,,,1/27/2014,,MTBE,microgr/L,0,
מק יבנה 315,חוף,חברת מקורות,,,1/27/2014,,TCEY,microgr/L,0,
מק יבנה 315,חוף,חברת מקורות,,,1/27/2014,,TECE,microgr/L,0,
מק נחל שיזף 2 א,נגב והערבה,חברת מקורות,,,1/28/2014,,MTBE,microgr/L,0,
מק נחל שיזף 2 א,נגב והערבה,חברת מקורות,,,1/28/2014,,TCEY,microgr/L,0,
מק נחל שיזף 2 א,נגב והערבה,חברת מקורות,,,1/28/2014,,TECE,microgr/L,0,
מק חצבה 10,נגב והערבה,חברת מקורות,,,1/28/2014,,MTBE,microgr/L,0,
מק חצבה 10,נגב והערבה,חברת מקורות,,,1/28/2014,,TCEY,microgr/L,0,
מק חצבה 10,נגב והערבה,חברת מקורות,,,1/28/2014,,TECE,microgr/L,0,
מק כפר אוריה 7,ירקתן,חברת מקורות,,,1/28/2014,,MTBE,microgr/L,0,
מק כפר אוריה 7,ירקתן,חברת מקורות,,,1/28/2014,,TCEY,microgr/L,0,
מק כפר אוריה 7,ירקתן,חברת מקורות,,,1/28/2014,,TECE,microgr/L,0,
מק נח אשדוד 12,חוף,חברת מקורות,,,1/28/2014,,MTBE,microgr/L,0,
מק נח אשדוד 12,חוף,חברת מקורות,,,1/28/2014,,TCEY,microgr/L,0,
מק נח אשדוד 12,חוף,חברת מקורות,,,1/28/2014,,TECE,microgr/L,0,
מק נח אשדוד 23,חוף,חברת מקורות,,,1/28/2014,,MTBE,microgr/L,0,
מק נח אשדוד 23,חוף,חברת מקורות,,,1/28/2014,,TCEY,microgr/L,0,
מק נח אשדוד 23,חוף,חברת מקורות,,,1/28/2014,,TECE,microgr/L,0,
מק נח אשדוד 25,חוף,חברת מקורות,,,1/28/2014,,MTBE,microgr/L,0,
מק נח אשדוד 25,חוף,חברת מקורות,,,1/28/2014,,TCEY,microgr/L,0,
מק נח אשדוד 25,חוף,חברת מקורות,,,1/28/2014,,TECE,microgr/L,0.2,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/28/2014,,TCEY,microgr/L,2.7,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/28/2014,,TECE,microgr/L,0.5,
פ יגור קבוץ א,כרמל,פרטי,,,1/28/2014,,MTBE,microgr/L,0,
פ יגור קבוץ א,כרמל,פרטי,,,1/28/2014,,TCEY,microgr/L,0,
פ יגור קבוץ א,כרמל,פרטי,,,1/28/2014,,TECE,microgr/L,0,
מק נטופה 5,כנרת,חברת מקורות,,,1/28/2014,,MTBE,microgr/L,0,
מק נטופה 5,כנרת,חברת מקורות,,,1/28/2014,,TCEY,microgr/L,0,
מק נטופה 5,כנרת,חברת מקורות,,,1/28/2014,,TECE,microgr/L,0,
מק צופר 7,נגב והערבה,חברת מקורות,,,1/28/2014,,MTBE,microgr/L,0,
מק צופר 7,נגב והערבה,חברת מקורות,,,1/28/2014,,TCEY,microgr/L,0,
מק צופר 7,נגב והערבה,חברת מקורות,,,1/28/2014,,TECE,microgr/L,0,
מק שרון דרומי 101,ירקתן,חברת מקורות,,,1/29/2014,,MTBE,microgr/L,0,
מק בארותיים 3,ירקתן,חברת מקורות,,,1/29/2014,,MTBE,microgr/L,0,
פ כפר מיסר,ירקתן,פרטי,,,1/29/2014,,TCEY,microgr/L,0,
פ כפר מיסר,ירקתן,פרטי,,,1/29/2014,,TECE,microgr/L,0,
מק זמורות 6 א,חוף,חברת מקורות,,,2/2/2014,,MTBE,microgr/L,0,
מק זמורות 6 א,חוף,חברת מקורות,,,2/2/2014,,TCEY,microgr/L,0,
מק זמורות 6 א,חוף,חברת מקורות,,,2/2/2014,,TECE,microgr/L,0,
מק יבנה 11,חוף,חברת מקורות,,,2/2/2014,,MTBE,microgr/L,0,
מק יבנה 11,חוף,חברת מקורות,,,2/2/2014,,TCEY,microgr/L,0,
מק יבנה 11,חוף,חברת מקורות,,,2/2/2014,,TECE,microgr/L,0,
מק גבעת ברנר 7,חוף,חברת מקורות,,,2/2/2014,,MTBE,microgr/L,0,
מק גבעת ברנר 7,חוף,חברת מקורות,,,2/2/2014,,TCEY,microgr/L,0,
מק גבעת ברנר 7,חוף,חברת מקורות,,,2/2/2014,,TECE,microgr/L,0,
מק נח רובין 19,חוף,חברת מקורות,,,2/2/2014,,MTBE,microgr/L,0,
מק נח רובין 19,חוף,חברת מקורות,,,2/2/2014,,TCEY,microgr/L,0.9,
מק נח רובין 19,חוף,חברת מקורות,,,2/2/2014,,TECE,microgr/L,0,
מק נחלי מנשה 27,חוף,חברת מקורות,,,2/2/2014,,MTBE,microgr/L,0,
מק נחלי מנשה 27,חוף,חברת מקורות,,,2/2/2014,,TCEY,microgr/L,0,
מק נחלי מנשה 27,חוף,חברת מקורות,,,2/2/2014,,TECE,microgr/L,0,
מק אושה 3,גליל מערבי,חברת מקורות,,,2/2/2014,,MTBE,microgr/L,0,
מק אושה 3,גליל מערבי,חברת מקורות,,,2/2/2014,,TCEY,microgr/L,0,
מק אושה 3,גליל מערבי,חברת מקורות,,,2/2/2014,,TECE,microgr/L,0,
מק כוכב 2,חוף,חברת מקורות,,,2/3/2014,,MTBE,microgr/L,0,
מק כוכב 2,חוף,חברת מקורות,,,2/3/2014,,TCEY,microgr/L,0,
מק כוכב 2,חוף,חברת מקורות,,,2/3/2014,,TECE,microgr/L,0,
מק כוכב 3,חוף,חברת מקורות,,,2/3/2014,,MTBE,microgr/L,0,
מק כוכב 3,חוף,חברת מקורות,,,2/3/2014,,TCEY,microgr/L,0,
מק כוכב 3,חוף,חברת מקורות,,,2/3/2014,,TECE,microgr/L,0,
מק כוכב 5,חוף,חברת מקורות,,,2/3/2014,,MTBE,microgr/L,0,
מק כוכב 5,חוף,חברת מקורות,,,2/3/2014,,TCEY,microgr/L,0,
מק כוכב 5,חוף,חברת מקורות,,,2/3/2014,,TECE,microgr/L,0,
מק כברי 1,גליל מערבי,חברת מקורות,,,2/3/2014,,MTBE,microgr/L,0,
מק כברי 1,גליל מערבי,חברת מקורות,,,2/3/2014,,TCEY,microgr/L,0,
מק כברי 1,גליל מערבי,חברת מקורות,,,2/3/2014,,TECE,microgr/L,0,
מק סמר 3א,נגב והערבה,חברת מקורות,,,2/3/2014,,MTBE,microgr/L,0,
מק סמר 3א,נגב והערבה,חברת מקורות,,,2/3/2014,,TCEY,microgr/L,0,
מק סמר 3א,נגב והערבה,חברת מקורות,,,2/3/2014,,TECE,microgr/L,0,
מק סמר 12,נגב והערבה,חברת מקורות,,,2/3/2014,,MTBE,microgr/L,0,
מק סמר 12,נגב והערבה,חברת מקורות,,,2/3/2014,,TCEY,microgr/L,0,
מק סמר 12,נגב והערבה,חברת מקורות,,,2/3/2014,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/5/2014,,TCEY,microgr/L,2.9,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/5/2014,,TECE,microgr/L,0.6,
מק שרון דרומי 103,ירקתן,חברת מקורות,,,2/5/2014,,MTBE,microgr/L,0,
מק לוד 32,ירקתן,חברת מקורות,,,2/9/2014,,MTBE,microgr/L,0,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,2/9/2014,,MTBE,microgr/L,9.8,
מק שפלת לוד 17,ירקתן,חברת מקורות,,,2/10/2014,,MTBE,microgr/L,0,
מק ירקון מזרחי 1,ירקתן,חברת מקורות,,,2/10/2014,,MTBE,microgr/L,0,
מק קקון 2,ירקתן,חברת מקורות,,,2/10/2014,,MTBE,microgr/L,0,
מק שיזף 1 א,נגב והערבה,חברת מקורות,,,2/11/2014,,MTBE,microgr/L,0,
מק שיזף 1 א,נגב והערבה,חברת מקורות,,,2/11/2014,,TCEY,microgr/L,0,
מק שיזף 1 א,נגב והערבה,חברת מקורות,,,2/11/2014,,TECE,microgr/L,0,
מק להט 3,חוף,חברת מקורות,,,2/11/2014,,MTBE,microgr/L,0,
מק להט 3,חוף,חברת מקורות,,,2/11/2014,,TCEY,microgr/L,0,
מק להט 3,חוף,חברת מקורות,,,2/11/2014,,TECE,microgr/L,0,
מק שפלת לוד 18,ירקתן,חברת מקורות,,,2/11/2014,,MTBE,microgr/L,0,
מק שפלת לוד 18,ירקתן,חברת מקורות,,,2/11/2014,,TCEY,microgr/L,0.6,
מק שפלת לוד 18,ירקתן,חברת מקורות,,,2/11/2014,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/11/2014,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/11/2014,,TCEY,microgr/L,2.7,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/11/2014,,TECE,microgr/L,0.5,
פ כפר הס 4 עי המחלבה,חוף,פרטי,,,2/11/2014,,MTBE,microgr/L,0,
מק פארן 120,נגב והערבה,חברת מקורות,,,2/11/2014,,MTBE,microgr/L,0,
מק פארן 120,נגב והערבה,חברת מקורות,,,2/11/2014,,TCEY,microgr/L,0,
מק פארן 120,נגב והערבה,חברת מקורות,,,2/11/2014,,TECE,microgr/L,0,
מק צופר 12,נגב והערבה,חברת מקורות,,,2/11/2014,,MTBE,microgr/L,0,
מק צופר 12,נגב והערבה,חברת מקורות,,,2/11/2014,,TCEY,microgr/L,0,
מק צופר 12,נגב והערבה,חברת מקורות,,,2/11/2014,,TECE,microgr/L,0,
מק צופר 15,נגב והערבה,חברת מקורות,,,2/11/2014,,MTBE,microgr/L,0,
מק צופר 15,נגב והערבה,חברת מקורות,,,2/11/2014,,TCEY,microgr/L,0,
מק צופר 15,נגב והערבה,חברת מקורות,,,2/11/2014,,TECE,microgr/L,0,
מק נאות הככר 2,נגב והערבה,חברת מקורות,,,2/16/2014,,MTBE,microgr/L,0,
מק נאות הככר 2,נגב והערבה,חברת מקורות,,,2/16/2014,,TCEY,microgr/L,0,
מק נאות הככר 2,נגב והערבה,חברת מקורות,,,2/16/2014,,TECE,microgr/L,0,
פ מעגן התפ. 202,כרמל,פרטי,,,2/16/2014,,MTBE,microgr/L,0,
פ מעגן התפ. 202,כרמל,פרטי,,,2/16/2014,,TCEY,microgr/L,0,
פ מעגן התפ. 202,כרמל,פרטי,,,2/16/2014,,TECE,microgr/L,0,
פ מעגן התפ. 203,כרמל,פרטי,,,2/16/2014,,MTBE,microgr/L,0,
פ מעגן התפ. 203,כרמל,פרטי,,,2/16/2014,,TCEY,microgr/L,0,
פ מעגן התפ. 203,כרמל,פרטי,,,2/16/2014,,TECE,microgr/L,0,
מק יערה 5,גליל מערבי,חברת מקורות,,,2/16/2014,,MTBE,microgr/L,0,
מק יערה 5,גליל מערבי,חברת מקורות,,,2/16/2014,,TCEY,microgr/L,0,
מק יערה 5,גליל מערבי,חברת מקורות,,,2/16/2014,,TECE,microgr/L,0,
מק נ.ח. ניצנים 10 א',חוף,חברת מקורות,,,2/18/2014,,MTBE,microgr/L,0,
מק נ.ח. ניצנים 10 א',חוף,חברת מקורות,,,2/18/2014,,TCEY,microgr/L,0,
מק נ.ח. ניצנים 10 א',חוף,חברת מקורות,,,2/18/2014,,TECE,microgr/L,0,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,2/18/2014,,TCEY,microgr/L,2.4,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,2/18/2014,,TECE,microgr/L,100.3,
פ גבעתיים ג עיריה,חוף,פרטי,,,2/19/2014,,MTBE,microgr/L,0,
פ גבעתיים ג עיריה,חוף,פרטי,,,2/19/2014,,TCEY,microgr/L,0.7,
פ גבעתיים ג עיריה,חוף,פרטי,,,2/19/2014,,TECE,microgr/L,10,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/19/2014,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/19/2014,,TCEY,microgr/L,2.4,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/19/2014,,TECE,microgr/L,0.5,
פ מעגן התפ. 212,כרמל,פרטי,,,2/19/2014,,MTBE,microgr/L,0,
פ מעגן התפ. 212,כרמל,פרטי,,,2/19/2014,,TCEY,microgr/L,0,
פ מעגן התפ. 212,כרמל,פרטי,,,2/19/2014,,TECE,microgr/L,0,
פ מעגן התפ. 206,כרמל,פרטי,,,2/19/2014,,MTBE,microgr/L,0,
פ מעגן התפ. 206,כרמל,פרטי,,,2/19/2014,,TCEY,microgr/L,0,
פ מעגן התפ. 206,כרמל,פרטי,,,2/19/2014,,TECE,microgr/L,0,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,2/23/2014,,MTBE,microgr/L,8.4,
מק שפלת לוד 27,ירקתן,חברת מקורות,,,2/23/2014,,MTBE,microgr/L,0,
מק שפלת לוד 27,ירקתן,חברת מקורות,,,2/23/2014,,TCEY,microgr/L,0,
מק שפלת לוד 27,ירקתן,חברת מקורות,,,2/23/2014,,TECE,microgr/L,0,
מק שפלת לוד 15,ירקתן,חברת מקורות,,,2/23/2014,,TCEY,microgr/L,0,
מק שפלת לוד 15,ירקתן,חברת מקורות,,,2/23/2014,,TECE,microgr/L,0,
פ בני ברק עיר ה,חוף,פרטי,,,2/23/2014,,MTBE,microgr/L,0,
פ בני ברק עיר ה,חוף,פרטי,,,2/23/2014,,TCEY,microgr/L,15.8,
פ בני ברק עיר ה,חוף,פרטי,,,2/23/2014,,TECE,microgr/L,13.5,
מק אשתאול 3,ירקתן,חברת מקורות,,,2/24/2014,,MTBE,microgr/L,0,
מק שפלת לוד 24,ירקתן,חברת מקורות,,,2/25/2014,,MTBE,microgr/L,0,
מק ביתניה 2,חוף,חברת מקורות,,,2/26/2014,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/26/2014,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/26/2014,,TCEY,microgr/L,2.3,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,2/26/2014,,TECE,microgr/L,0.5,
פ פת עיר חב ברזלית,חוף,פרטי,,,2/26/2014,,MTBE,microgr/L,0.3,
פ פת עיר חב ברזלית,חוף,פרטי,,,2/26/2014,,TCEY,microgr/L,0.6,
פ פת עיר חב ברזלית,חוף,פרטי,,,2/26/2014,,TECE,microgr/L,2.2,
פ פת פולקמן קופלר,חוף,פרטי,,,2/26/2014,,MTBE,microgr/L,0.7,
פ פת פולקמן קופלר,חוף,פרטי,,,2/26/2014,,TCEY,microgr/L,19.5,
פ פת פולקמן קופלר,חוף,פרטי,,,2/26/2014,,TECE,microgr/L,1.3,
מק נחלי מנשה14,חוף,חברת מקורות,,,2/26/2014,,MTBE,microgr/L,0,
מק נחלי מנשה14,חוף,חברת מקורות,,,2/26/2014,,TCEY,microgr/L,0,
מק נחלי מנשה14,חוף,חברת מקורות,,,2/26/2014,,TECE,microgr/L,0,
מק חדרה 3,חוף,חברת מקורות,,,2/26/2014,,MTBE,microgr/L,0,
מק חדרה 3,חוף,חברת מקורות,,,2/26/2014,,TCEY,microgr/L,0,
מק חדרה 3,חוף,חברת מקורות,,,2/26/2014,,TECE,microgr/L,0,
מק נחלי מנשה 24,חוף,חברת מקורות,,,2/26/2014,,MTBE,microgr/L,0,
מק נחלי מנשה 24,חוף,חברת מקורות,,,2/26/2014,,TCEY,microgr/L,0,
מק נחלי מנשה 24,חוף,חברת מקורות,,,2/26/2014,,TECE,microgr/L,0,
פ בנימינה ממ 1   37,חוף,פרטי,,,2/26/2014,,TCEY,microgr/L,0.1,
פ בנימינה ממ 1   37,חוף,פרטי,,,2/26/2014,,TECE,microgr/L,0,
פ רחובות ט,חוף,פרטי,,,2/27/2014,,MTBE,microgr/L,17,
פ רחובות ט,חוף,פרטי,,,2/27/2014,,TCEY,microgr/L,0.9,
פ רחובות ט,חוף,פרטי,,,2/27/2014,,TECE,microgr/L,0.8,
מק משואות יצחק 1 א,חוף,חברת מקורות,,,3/2/2014,,MTBE,microgr/L,0,
מק משואות יצחק 1 א,חוף,חברת מקורות,,,3/2/2014,,TCEY,microgr/L,0,
מק משואות יצחק 1 א,חוף,חברת מקורות,,,3/2/2014,,TECE,microgr/L,2.5,
פ גבעת חן א,חוף,פרטי,,,3/2/2014,,MTBE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,3/3/2014,,MTBE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,3/3/2014,,TCEY,microgr/L,58,
פ בת ים 14,חוף,פרטי,,,3/3/2014,,TECE,microgr/L,2.1,
פ בת ים ח עיריה,חוף,פרטי,,,3/3/2014,,MTBE,microgr/L,0,
פ בת ים ח עיריה,חוף,פרטי,,,3/3/2014,,TCEY,microgr/L,2.3,
פ בת ים ח עיריה,חוף,פרטי,,,3/3/2014,,TECE,microgr/L,0.5,
פ עירית בת ים 12,חוף,פרטי,,,3/3/2014,,MTBE,microgr/L,0,
פ עירית בת ים 12,חוף,פרטי,,,3/3/2014,,TCEY,microgr/L,3.9,
פ עירית בת ים 12,חוף,פרטי,,,3/3/2014,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/3/2014,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/3/2014,,TCEY,microgr/L,2.5,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/3/2014,,TECE,microgr/L,0.5,
מק נ.ח. ניצנים 8,חוף,חברת מקורות,,,3/4/2014,,MTBE,microgr/L,0,
מק נ.ח. ניצנים 8,חוף,חברת מקורות,,,3/4/2014,,TCEY,microgr/L,0,
מק נ.ח. ניצנים 8,חוף,חברת מקורות,,,3/4/2014,,TECE,microgr/L,0,
פ שפיים ה,חוף,פרטי,,,3/4/2014,,MTBE,microgr/L,0,
פ שפיים ה,חוף,פרטי,,,3/4/2014,,TCEY,microgr/L,0,
פ שפיים ה,חוף,פרטי,,,3/4/2014,,TECE,microgr/L,0,
פ געש 3 קבוץ,חוף,פרטי,,,3/4/2014,,MTBE,microgr/L,0,
פ געש 3 קבוץ,חוף,פרטי,,,3/4/2014,,TCEY,microgr/L,0,
פ געש 3 קבוץ,חוף,פרטי,,,3/4/2014,,TECE,microgr/L,0,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,3/9/2014,,MTBE,microgr/L,0,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,3/9/2014,,TCEY,microgr/L,0.5,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,3/9/2014,,TECE,microgr/L,0,
פ יקום ח,חוף,פרטי,,,3/10/2014,,MTBE,microgr/L,0,
פ יקום ח,חוף,פרטי,,,3/10/2014,,TCEY,microgr/L,0,
פ יקום ח,חוף,פרטי,,,3/10/2014,,TECE,microgr/L,0,
מק נחושה א1,ירקתן,חברת מקורות,,,3/11/2014,,MTBE,microgr/L,0,
מק נחושה א1,ירקתן,חברת מקורות,,,3/11/2014,,TCEY,microgr/L,0,
מק נחושה א1,ירקתן,חברת מקורות,,,3/11/2014,,TECE,microgr/L,0,
מק נחלי מנשה 6א,חוף,חברת מקורות,,,3/11/2014,,MTBE,microgr/L,0,
מק נחלי מנשה 6א,חוף,חברת מקורות,,,3/11/2014,,TCEY,microgr/L,0,
מק נחלי מנשה 6א,חוף,חברת מקורות,,,3/11/2014,,TECE,microgr/L,0,
מק נחלי מנשה 3,חוף,חברת מקורות,,,3/11/2014,,MTBE,microgr/L,0,
מק נחלי מנשה 3,חוף,חברת מקורות,,,3/11/2014,,TCEY,microgr/L,0,
מק נחלי מנשה 3,חוף,חברת מקורות,,,3/11/2014,,TECE,microgr/L,0,
מק ודי ערה 2,ירקתן,חברת מקורות,,,3/11/2014,,MTBE,microgr/L,0,
מק ודי ערה 2,ירקתן,חברת מקורות,,,3/11/2014,,TCEY,microgr/L,0,
מק ודי ערה 2,ירקתן,חברת מקורות,,,3/11/2014,,TECE,microgr/L,0,
מק אלוני הבשן 3,כנרת,חברת מקורות,,,3/11/2014,,MTBE,microgr/L,0,
מק יערה 1,גליל מערבי,חברת מקורות,,,3/11/2014,,MTBE,microgr/L,0,
מק יערה 1,גליל מערבי,חברת מקורות,,,3/11/2014,,TCEY,microgr/L,0,
מק יערה 1,גליל מערבי,חברת מקורות,,,3/11/2014,,TECE,microgr/L,0,
מק שלומי 2,גליל מערבי,חברת מקורות,,,3/11/2014,,MTBE,microgr/L,0,
מק שלומי 2,גליל מערבי,חברת מקורות,,,3/11/2014,,TCEY,microgr/L,0,
מק שלומי 2,גליל מערבי,חברת מקורות,,,3/11/2014,,TECE,microgr/L,0,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,3/12/2014,,MTBE,microgr/L,3.9,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/12/2014,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/12/2014,,TCEY,microgr/L,2.6,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/12/2014,,TECE,microgr/L,0.4,
פ ביח תל השומר 6,חוף,פרטי,,,3/16/2014,,MTBE,microgr/L,0,
פ ביח תל השומר 6,חוף,פרטי,,,3/16/2014,,TCEY,microgr/L,2.9,
פ ביח תל השומר 6,חוף,פרטי,,,3/16/2014,,TECE,microgr/L,32.9,
פ גבעתיים ג עיריה,חוף,פרטי,,,3/16/2014,,MTBE,microgr/L,0,
פ גבעתיים ג עיריה,חוף,פרטי,,,3/16/2014,,TCEY,microgr/L,0.8,
פ גבעתיים ג עיריה,חוף,פרטי,,,3/16/2014,,TECE,microgr/L,1.2,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/16/2014,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/16/2014,,TCEY,microgr/L,2.5,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,3/16/2014,,TECE,microgr/L,0.4,
מק כוכב 9,חוף,חברת מקורות,,,3/18/2014,,MTBE,microgr/L,0,
מק כוכב 9,חוף,חברת מקורות,,,3/18/2014,,TCEY,microgr/L,0,
